indicator,sub_indicator,sex,phn_code,phn_name,age_band,metric_name,unit,value
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,55-64 years,Persons with severe severity,(no.),1367
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,55-64 years,Relative root mean square error(b),(%),11.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,55-64 years,Proportion,(%),3.2
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,55-64 years,95% Confidence Interval of proportion,Lower (%),2.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,55-64 years,Population,(no.),42087
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,65-85 years,Persons with severe severity,(no.),722
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,65-85 years,Relative root mean square error(b),(%),12.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,65-85 years,Proportion,(%),1.2
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,65-85 years,95% Confidence Interval of proportion,Lower (%),0.9
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,65-85 years,Population,(no.),59555
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,Total 16-85 years,Persons with severe severity,(no.),9927
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,Total 16-85 years,Relative root mean square error(b),(%),5.7
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,Total 16-85 years,Proportion,(%),4
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),3.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,106,South Eastern NSW,Total 16-85 years,Population,(no.),250234
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,,In scope population(a),(%),97.4
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,16-24 years,Persons with severe severity,(no.),1311
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,16-24 years,Relative root mean square error(b),(%),10.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,16-24 years,Proportion,(%),8.3
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,16-24 years,95% Confidence Interval of proportion,Lower (%),6.6
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,16-24 years,Population,(no.),15884
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,25-34 years,Persons with severe severity,(no.),1087
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,25-34 years,Relative root mean square error(b),(%),10.9
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,25-34 years,Proportion,(%),5.9
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,25-34 years,95% Confidence Interval of proportion,Lower (%),4.6
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,25-34 years,Population,(no.),18400
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,35-44 years,Persons with severe severity,(no.),727
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,35-44 years,Relative root mean square error(b),(%),13
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,35-44 years,Proportion,(%),4.2
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,35-44 years,95% Confidence Interval of proportion,Lower (%),3.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,35-44 years,Population,(no.),17245
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,45-54 years,Persons with severe severity,(no.),782
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,45-54 years,Relative root mean square error(b),(%),11.7
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,45-54 years,Proportion,(%),4.3
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,45-54 years,95% Confidence Interval of proportion,Lower (%),3.3
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,45-54 years,Population,(no.),17993
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,55-64 years,Persons with severe severity,(no.),610
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,55-64 years,Relative root mean square error(b),(%),12.4
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,55-64 years,Proportion,(%),3.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,55-64 years,95% Confidence Interval of proportion,Lower (%),2.3
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,55-64 years,Population,(no.),19743
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,65-85 years,Persons with severe severity,(no.),302
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,65-85 years,Relative root mean square error(b),(%),14.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,65-85 years,Proportion,(%),1.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,65-85 years,95% Confidence Interval of proportion,Lower (%),0.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,65-85 years,Population,(no.),27081
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,Total 16-85 years,Persons with severe severity,(no.),4820
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,Total 16-85 years,Relative root mean square error(b),(%),6.3
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,Total 16-85 years,Proportion,(%),4.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),3.6
Any 12-month mental disorder by severity - modelled,Severe severity,Males,107,Western NSW,Total 16-85 years,Population,(no.),116346
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,,In scope population(a),(%),99.9
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,16-24 years,Persons with severe severity,(no.),5955
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,16-24 years,Relative root mean square error(b),(%),9.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,16-24 years,Proportion,(%),8.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,16-24 years,95% Confidence Interval of proportion,Lower (%),7
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,16-24 years,Population,(no.),70030
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,25-34 years,Persons with severe severity,(no.),4593
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,25-34 years,Relative root mean square error(b),(%),9.9
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,25-34 years,Proportion,(%),5.9
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,25-34 years,95% Confidence Interval of proportion,Lower (%),4.7
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,25-34 years,Population,(no.),78336
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,35-44 years,Persons with severe severity,(no.),3239
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,35-44 years,Relative root mean square error(b),(%),12.1
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,35-44 years,Proportion,(%),4.2
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,35-44 years,95% Confidence Interval of proportion,Lower (%),3.2
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,35-44 years,Population,(no.),76694
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,45-54 years,Persons with severe severity,(no.),3519
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,45-54 years,Relative root mean square error(b),(%),10.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,45-54 years,Proportion,(%),4.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,45-54 years,95% Confidence Interval of proportion,Lower (%),3.6
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,45-54 years,Population,(no.),78303
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,55-64 years,Persons with severe severity,(no.),2788
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,55-64 years,Relative root mean square error(b),(%),10.8
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,55-64 years,Proportion,(%),3.5
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,55-64 years,95% Confidence Interval of proportion,Lower (%),2.7
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,55-64 years,Population,(no.),80460
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,65-85 years,Persons with severe severity,(no.),1437
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,65-85 years,Relative root mean square error(b),(%),12.4
Any 12-month mental disorder by severity - modelled,Severe severity,Males,108,Hunter New England and Central Coast,65-85 years,Proportion,(%),1.2
